"","basisOfRecord","catalogNumber","collectionCode","datasetID","day","decimalLatitude","decimalLongitude","eventDate","individualCount","institutionCode","modified","month","occurrenceID","occurrenceStatus","scientificName","scientificNameID","year","id","dataset_id","node_id","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","kingdom","phylum","subphylum","infraphylum","parvphylum","gigaclass","superclass","class","subclass","order","family","subfamily","genus","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","flags","bathymetry","shoredistance","sst","sss","coordinateUncertaintyInMeters","country","fieldNumber","footprintWKT","locality","maximumDepthInMeters","minimumDepthInMeters","organismID","organismQuantity","organismQuantityType","sex","vernacularName","depth","coordinatePrecision","scientificNameAuthorship","taxonRank","datasetName","disposition","dynamicProperties","eventID","geodeticDatum","habitat","preparations","recordedBy","samplingProtocol","specificEpithet","superdomain","superdomainid","countryCode","dataGeneralizations","georeferenceProtocol","georeferencedBy","identifiedBy","institutionID","island","islandGroup","language","license","locationID","occurrenceRemarks","ownerInstitutionCode","parentEventID","references","sampleSizeUnit","sampleSizeValue","stateProvince","taxonID","type","verbatimDepth","verbatimEventDate","waterBody","bibliographicCitation","lifeStage","associatedReferences","collectionID","continent","eventRemarks","locationRemarks","municipality","parentNameUsageID","recordNumber","taxonomicStatus","acceptedNameUsage","acceptedNameUsageID","georeferenceSources","georeferenceVerificationStatus","higherGeography","identificationID","previousIdentifications","rightsHolder","verbatimSRS","eventTime","georeferenceRemarks","maximumElevationInMeters","minimumElevationInMeters","dateIdentified"
"801","HumanObservation","BTE_ 7227","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","19",-7.4,49.42,"2009-02-19/2009-02-19","33.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 7227","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2009","6292fc00-9f72-406b-8a14-d829e5ba7189","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1235001600000,1235001600000,1235001600000,2009,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",2103,257866,27.68,35.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","HumanObservation","BTE_ 6413","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","17",-2.82,51.07,"2007-10-17/2007-10-17","75.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","10","Balbaya_tuna_ecoscope_ 6413","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2007","62c0d48d-380a-4438-b261-c0269bdce5ba","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1192579200000,1192579200000,1192579200000,2007,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",5087,344225,28.03,35.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","HumanObservation","BTE_ 4441","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","24",-8.98,49.65,"2005-05-24/2005-05-24","17.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","5","Balbaya_tuna_ecoscope_ 4441","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","62d5e466-0c7c-442d-8c5b-d728bfd86a88","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1116892800000,1116892800000,1116892800000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4641,123921,27.28,35.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","HumanObservation","BTE_ 8149","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","5",-0.12,60.8,"2011-01-05/2011-01-05","130.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","1","Balbaya_tuna_ecoscope_ 8149","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2011","62e56359-d609-4229-89bd-7b3c1ba5e55b","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1294185600000,1294185600000,1294185600000,2011,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4689,701589,29.14,35.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","HumanObservation","BTE_ 7560","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","23",2.82,54.28,"2009-10-23/2009-10-23","3.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","10","Balbaya_tuna_ecoscope_ 7560","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2009","63109c05-9ea3-4a1b-a8c7-8905566036b3","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.256256e+12,1.256256e+12,1.256256e+12,2009,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",5022,687771,28.2,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","HumanObservation","BTE_ 7222","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","13",-8.48,55.58,"2009-02-13/2009-02-13","41.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 7222","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2009","6329295c-89e4-4aa8-aeef-6039c741fec1","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1234483200000,1234483200000,1234483200000,2009,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",3809,163311,27.66,34.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","HumanObservation","BTE_ 6809","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","28",-5.58,54.85,"2008-06-28/2008-06-28","150.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","6","Balbaya_tuna_ecoscope_ 6809","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2008","634d2e01-8863-4651-a4cd-efe792a09c25","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1214611200000,1214611200000,1214611200000,2008,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",3492,66614,28.02,35.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","HumanObservation","BTE_ 5067","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","18",-3.77,68.48,"2005-12-18/2005-12-18","78.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","12","Balbaya_tuna_ecoscope_ 5067","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","63532b9b-16f1-428c-98dc-885f88f7a7bc","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.134864e+12,1.134864e+12,1.134864e+12,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",2171,398432,29,34.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","HumanObservation","BTE_ 4275","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","28",-8.55,50.35,"2005-02-28/2005-02-28","150.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 4275","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","63683730-0469-4056-8671-f1a26766e13c","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1109548800000,1109548800000,1109548800000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4836,95655,27.38,35.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","HumanObservation","BTE_ 4311","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","31",-3.33,52.75,"2005-03-31/2005-03-31","43.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","3","Balbaya_tuna_ecoscope_ 4311","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","638392a8-b6a1-41a5-b490-08038479e8b7","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1112227200000,1112227200000,1112227200000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4273,186175,28.24,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","HumanObservation","BTE_ 4899","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","2",-3.77,53.27,"2005-10-02/2005-10-02","83.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","10","Balbaya_tuna_ecoscope_ 4899","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","639715ba-c97a-4b8e-a823-7da46e75b8ec","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1128211200000,1128211200000,1128211200000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",2197,124008,28.29,35.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","HumanObservation","BTE_ 4233","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","11",-5.58,61.48,"2005-02-11/2005-02-11","15.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","2","Balbaya_tuna_ecoscope_ 4233","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2005","63aac86e-732f-4ecf-b0ae-8445e2e581d0","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1.10808e+12,1.10808e+12,1.10808e+12,2005,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",3772,597357,28.42,34.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","HumanObservation","BTE_ 8662","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","25",1.4,50.65,"2011-10-25/2011-10-25","325.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","10","Balbaya_tuna_ecoscope_ 8662","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2011","63d8bef6-fc71-4f5c-ae32-f0efa181c97c","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1319500800000,1319500800000,1319500800000,2011,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",5109,450786,27.68,35.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","HumanObservation","BTE_ 6052","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","15",-14.67,43.48,"2007-04-15/2007-04-15","48.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","4","Balbaya_tuna_ecoscope_ 6052","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2007","640195f3-3047-49c1-80a7-6b77f3d95a43","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1176595200000,1176595200000,1176595200000,2007,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",3402,191334,27.74,34.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","HumanObservation","BTE_ 7444","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","25",2.58,52.83,"2009-08-25/2009-08-25","82.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","8","Balbaya_tuna_ecoscope_ 7444","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2009","6412a5d6-83fa-4a3f-b9e0-f906809165eb","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1251158400000,1251158400000,1251158400000,2009,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",5122,566214,27.94,35.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","MachineObservation",NA,"IMOS_ATF_AD",NA,NA,-23.11,113.61,"2008-09-21",NA,"IMOS","2022-01-17",NA,"19984742-4479933-2008-09-21","present","Thunnus maccoyii","urn:lsid:marinespecies.org:taxname:219720",NA,"645bf173-fe13-443c-8f55-417efc0ce598","0820b10a-5710-4e90-b9ed-a2ad7c7ec742","2a57cd59-6799-4579-955e-27c9af97aea4",1221955200000,1221955200000,1221955200000,2008,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus maccoyii",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,219720,219720,"Thunnus maccoyii","CR",NA,79,15342,24.87,34.91,"500","Australia","VR3-UWM-33","POINT ( )","SL22",20,20,"A69-1303-1","1","detections per day","UNKNOWN","Southern Bluefin Tuna",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","HumanObservation","BTE_ 5420","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","17",-3.83,59.28,"2006-07-17/2006-07-17","14.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","7","Balbaya_tuna_ecoscope_ 5420","present","Thunnus obesus","urn:lsid:marinespecies.org:taxname:127028","2006","6474a308-3a1e-478c-8527-7dd602bb6d4d","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1153094400000,1153094400000,1153094400000,2006,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus obesus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127028,127028,"Thunnus obesus","VU","NO_DEPTH",4061,376412,28.6,35.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","HumanObservation","BTE_ 4600","Balbaya_tuna_ecoscope","https://marineinfo.org/id/dataset/4524","19",-6.53,46.55,"2005-07-19/2005-07-19","150.0","IRD, UMR EME, Sète, France","2017-12-06 13:37:44","7","Balbaya_tuna_ecoscope_ 4600","present","Thunnus albacares","urn:lsid:marinespecies.org:taxname:127027","2005","64818765-5c73-48ef-bca6-01539400cd12","cbe5c6ff-26f1-460d-8aee-557cb911a9bd","4bf79a01-65a9-4db6-b37b-18434f26ddfc",1121731200000,1121731200000,1121731200000,2005,FALSE,FALSE,TRUE,TRUE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Scombriformes","Scombridae","Scombrinae","Thunnus","Thunnus albacares",2,1821,146419,1828,152352,10194,843664,293496,293496,1517490,125559,267118,126065,127027,127027,"Thunnus albacares","NT","NO_DEPTH",4402,315927,27.74,35.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
